Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
4206,1/6/2020,15:29:35,1460,20.0,49.2
4207,1/6/2020,15:29:40,1460,20.0,49.2
4208,1/6/2020,15:29:45,1455,20.0,49.2
4209,1/6/2020,15:29:50,1455,20.0,49.1
4210,1/6/2020,15:29:55,1455,20.0,49.1
4211,1/6/2020,15:30:00,1455,20.0,49.1
4212,1/6/2020,15:30:05,1455,20.0,49.2
4213,1/6/2020,15:30:10,1455,20.0,49.2
4214,1/6/2020,15:30:15,1455,20.0,49.2
4215,1/6/2020,15:30:20,1455,20.0,49.2
4216,1/6/2020,15:30:25,1455,20.0,49.2
4217,1/6/2020,15:30:30,1455,20.0,49.2
4218,1/6/2020,15:30:35,1455,20.0,49.2
4219,1/6/2020,15:30:40,1455,20.0,49.2
4220,1/6/2020,15:30:45,1455,20.0,49.2
4221,1/6/2020,15:30:50,1455,20.0,49.2
4222,1/6/2020,15:30:55,1455,20.0,49.2
4223,1/6/2020,15:31:00,1455,20.0,49.2
4224,1/6/2020,15:31:05,1455,20.0,49.2
4225,1/6/2020,15:31:10,1455,20.0,49.2
4226,1/6/2020,15:31:15,1455,20.0,49.2
4227,1/6/2020,15:31:20,1455,20.0,49.2
4228,1/6/2020,15:31:25,1455,20.0,49.2
4229,1/6/2020,15:31:30,1455,20.0,49.2
4230,1/6/2020,15:31:35,1455,20.0,49.2
4231,1/6/2020,15:31:40,1455,20.0,49.2
4232,1/6/2020,15:31:45,1460,20.0,49.2
4233,1/6/2020,15:31:50,1465,20.0,49.2
4234,1/6/2020,15:31:55,1460,20.0,49.2
4235,1/6/2020,15:32:00,1460,20.0,49.2
4236,1/6/2020,15:32:05,1460,20.0,49.2
4237,1/6/2020,15:32:10,1460,20.0,49.2
4238,1/6/2020,15:32:15,1465,20.0,49.2
4239,1/6/2020,15:32:20,1465,20.0,49.2
4240,1/6/2020,15:32:25,1465,20.0,49.2
4241,1/6/2020,15:32:30,1465,20.0,49.2
4242,1/6/2020,15:32:35,1465,20.0,49.2
4243,1/6/2020,15:32:40,1465,20.0,49.2
4244,1/6/2020,15:32:45,1465,20.0,49.2
4245,1/6/2020,15:32:50,1465,20.0,49.2
4246,1/6/2020,15:32:55,1465,20.0,49.2
4247,1/6/2020,15:33:00,1465,20.0,49.2
4248,1/6/2020,15:33:05,1465,20.0,49.2
4249,1/6/2020,15:33:10,1465,20.0,49.2
4250,1/6/2020,15:33:15,1470,20.0,49.2
4251,1/6/2020,15:33:20,1470,20.0,49.2
4252,1/6/2020,15:33:25,1470,20.0,49.2
4253,1/6/2020,15:33:30,1470,20.0,49.2
4254,1/6/2020,15:33:35,1470,20.0,49.2
4255,1/6/2020,15:33:40,1470,20.0,49.2
4256,1/6/2020,15:33:45,1470,20.0,49.2
4257,1/6/2020,15:33:50,1470,20.0,49.2
4258,1/6/2020,15:33:55,1470,20.0,49.2
4259,1/6/2020,15:34:00,1475,20.0,49.2
4260,1/6/2020,15:34:05,1475,20.0,49.2
4261,1/6/2020,15:34:10,1475,20.0,49.2
4262,1/6/2020,15:34:15,1475,20.0,49.2
4263,1/6/2020,15:34:20,1475,20.0,49.2
4264,1/6/2020,15:34:25,1475,20.0,49.2
4265,1/6/2020,15:34:30,1475,20.0,49.2
4266,1/6/2020,15:34:35,1475,20.0,49.2
4267,1/6/2020,15:34:40,1480,20.0,49.2
4268,1/6/2020,15:34:45,1480,20.0,49.2
4269,1/6/2020,15:34:50,1480,20.0,49.2
4270,1/6/2020,15:34:55,1485,20.0,49.2
4271,1/6/2020,15:35:00,1485,20.0,49.2
4272,1/6/2020,15:35:05,1485,20.0,49.2
4273,1/6/2020,15:35:10,1485,20.0,49.2
4274,1/6/2020,15:35:15,1485,20.0,49.2
4275,1/6/2020,15:35:20,1485,20.0,49.2
4276,1/6/2020,15:35:25,1485,20.0,49.2
4277,1/6/2020,15:35:30,1485,20.0,49.2
4278,1/6/2020,15:35:35,1480,20.0,49.2
4279,1/6/2020,15:35:40,1470,20.0,49.2
4280,1/6/2020,15:35:45,1470,20.0,49.2
4281,1/6/2020,15:35:50,1470,20.0,49.2
4282,1/6/2020,15:35:55,1470,20.0,49.2
4283,1/6/2020,15:36:00,1470,20.0,49.2
4284,1/6/2020,15:36:05,1470,20.0,49.2
4285,1/6/2020,15:36:10,1470,20.0,49.2
4286,1/6/2020,15:36:15,1470,20.0,49.2
4287,1/6/2020,15:36:20,1460,20.0,49.2
4288,1/6/2020,15:36:25,1460,20.0,49.2
4289,1/6/2020,15:36:30,1460,20.0,49.2
4290,1/6/2020,15:36:35,1465,20.0,49.2
4291,1/6/2020,15:36:40,1465,20.0,49.2
4292,1/6/2020,15:36:45,1470,20.0,49.2
4293,1/6/2020,15:36:50,1470,20.0,49.2
4294,1/6/2020,15:36:55,1470,20.0,49.2
4295,1/6/2020,15:37:00,1475,20.0,49.2
4296,1/6/2020,15:37:05,1470,20.0,49.2
4297,1/6/2020,15:37:10,1470,20.0,49.2
4298,1/6/2020,15:37:15,1470,20.0,49.2
4299,1/6/2020,15:37:20,1470,20.0,49.2
4300,1/6/2020,15:37:25,1465,20.0,49.2
4301,1/6/2020,15:37:30,1465,20.0,49.2
4302,1/6/2020,15:37:35,1465,20.0,49.2
4303,1/6/2020,15:37:40,1465,20.0,49.2
4304,1/6/2020,15:37:45,1465,20.0,49.2
4305,1/6/2020,15:37:50,1465,20.0,49.2
4306,1/6/2020,15:37:55,1465,20.0,49.2
4307,1/6/2020,15:38:00,1460,20.0,49.2
4308,1/6/2020,15:38:05,1465,20.0,49.2
4309,1/6/2020,15:38:10,1465,20.0,49.2
4310,1/6/2020,15:38:15,1460,20.0,49.2
4311,1/6/2020,15:38:20,1460,20.0,49.2
4312,1/6/2020,15:38:25,1460,20.0,49.2
4313,1/6/2020,15:38:30,1460,20.0,49.2
4314,1/6/2020,15:38:35,1460,20.0,49.2
4315,1/6/2020,15:38:40,1460,20.0,49.2
4316,1/6/2020,15:38:45,1460,20.0,49.2
4317,1/6/2020,15:38:50,1460,20.0,49.2
4318,1/6/2020,15:38:55,1460,20.0,49.2
4319,1/6/2020,15:39:00,1460,20.0,49.2
4320,1/6/2020,15:39:05,1460,20.0,49.2
4321,1/6/2020,15:39:10,1460,20.0,49.2
4322,1/6/2020,15:39:15,1460,20.0,49.2
4323,1/6/2020,15:39:20,1460,20.0,49.2
4324,1/6/2020,15:39:25,1465,20.0,49.2
4325,1/6/2020,15:39:30,1465,20.0,49.2
4326,1/6/2020,15:39:35,1465,20.0,49.2
4327,1/6/2020,15:39:40,1465,20.0,49.2
4328,1/6/2020,15:39:45,1465,20.0,49.2
4329,1/6/2020,15:39:50,1465,20.0,49.2
4330,1/6/2020,15:39:55,1465,20.0,49.2
4331,1/6/2020,15:40:00,1465,20.0,49.2
4332,1/6/2020,15:40:05,1465,20.0,49.2
4333,1/6/2020,15:40:10,1465,20.0,49.2
4334,1/6/2020,15:40:15,1465,20.0,49.2
4335,1/6/2020,15:40:20,1465,20.0,49.2
4336,1/6/2020,15:40:25,1465,20.0,49.2
4337,1/6/2020,15:40:30,1465,20.0,49.2
4338,1/6/2020,15:40:35,1465,20.0,49.2
4339,1/6/2020,15:40:40,1465,20.0,49.2
4340,1/6/2020,15:40:45,1465,20.0,49.2
4341,1/6/2020,15:40:50,1465,20.0,49.2
4342,1/6/2020,15:40:55,1465,20.0,49.2
4343,1/6/2020,15:41:00,1465,20.0,49.2
4344,1/6/2020,15:41:05,1465,20.0,49.2
4345,1/6/2020,15:41:10,1465,20.0,49.2
4346,1/6/2020,15:41:15,1465,20.0,49.2
4347,1/6/2020,15:41:20,1465,20.0,49.2
4348,1/6/2020,15:41:25,1465,20.0,49.2
4349,1/6/2020,15:41:30,1465,20.0,49.2
4350,1/6/2020,15:41:35,1465,20.0,49.2
4351,1/6/2020,15:41:40,1465,20.0,49.2
4352,1/6/2020,15:41:45,1460,20.0,49.2
4353,1/6/2020,15:41:50,1460,20.0,49.2
4354,1/6/2020,15:41:55,1460,20.0,49.2
4355,1/6/2020,15:42:00,1460,20.0,49.2
4356,1/6/2020,15:42:05,1460,20.0,49.2
4357,1/6/2020,15:42:10,1455,20.0,49.2
4358,1/6/2020,15:42:15,1460,20.0,49.2
4359,1/6/2020,15:42:20,1460,20.0,49.2
4360,1/6/2020,15:42:25,1460,20.0,49.2
4361,1/6/2020,15:42:30,1460,20.0,49.2
4362,1/6/2020,15:42:35,1460,20.0,49.2
4363,1/6/2020,15:42:40,1460,20.0,49.2
4364,1/6/2020,15:42:45,1460,20.0,49.2
4365,1/6/2020,15:42:50,1460,20.0,49.2
4366,1/6/2020,15:42:55,1460,20.0,49.2
4367,1/6/2020,15:43:00,1460,20.0,49.2
4368,1/6/2020,15:43:05,1460,20.0,49.2
4369,1/6/2020,15:43:10,1460,20.0,49.2
4370,1/6/2020,15:43:15,1460,20.0,49.2
4371,1/6/2020,15:43:20,1460,20.0,49.2
4372,1/6/2020,15:43:25,1460,20.0,49.2
4373,1/6/2020,15:43:30,1465,20.0,49.2
4374,1/6/2020,15:43:35,1465,20.0,49.2
4375,1/6/2020,15:43:40,1480,20.0,49.2
4376,1/6/2020,15:43:45,1480,20.0,49.2
4377,1/6/2020,15:43:50,1475,20.0,49.2
4378,1/6/2020,15:43:55,1475,20.0,49.2
4379,1/6/2020,15:44:00,1475,20.0,49.2
4380,1/6/2020,15:44:05,1475,20.0,49.2
4381,1/6/2020,15:44:10,1475,20.0,49.2
4382,1/6/2020,15:44:15,1475,20.0,49.2
4383,1/6/2020,15:44:20,1470,20.0,49.2
4384,1/6/2020,15:44:25,1470,20.0,49.2
4385,1/6/2020,15:44:30,1475,20.0,49.2
4386,1/6/2020,15:44:35,1470,20.0,49.2
4387,1/6/2020,15:44:40,1470,20.0,49.2
4388,1/6/2020,15:44:45,1470,20.0,49.2
4389,1/6/2020,15:44:50,1470,20.0,49.2
4390,1/6/2020,15:44:55,1470,20.0,49.2
4391,1/6/2020,15:45:00,1470,20.0,49.2
4392,1/6/2020,15:45:05,1470,20.0,49.2
4393,1/6/2020,15:45:10,1470,20.0,49.3
4394,1/6/2020,15:45:15,1470,20.0,49.3
4395,1/6/2020,15:45:20,1470,20.0,49.3
4396,1/6/2020,15:45:25,1465,20.0,49.3
4397,1/6/2020,15:45:30,1465,20.0,49.3
4398,1/6/2020,15:45:35,1465,20.0,49.3
4399,1/6/2020,15:45:40,1465,20.0,49.3
4400,1/6/2020,15:45:45,1465,20.0,49.3
4401,1/6/2020,15:45:50,1470,20.0,49.3
4402,1/6/2020,15:45:55,1470,20.0,49.2
4403,1/6/2020,15:46:00,1470,20.0,49.2
4404,1/6/2020,15:46:05,1470,20.0,49.2
4405,1/6/2020,15:46:10,1470,20.0,49.2
4406,1/6/2020,15:46:15,1470,20.0,49.2
4407,1/6/2020,15:46:20,1470,20.0,49.2
4408,1/6/2020,15:46:25,1470,20.0,49.2
4409,1/6/2020,15:46:30,1470,20.0,49.2
4410,1/6/2020,15:46:35,1470,20.0,49.2
4411,1/6/2020,15:46:40,1470,20.0,49.2
4412,1/6/2020,15:46:45,1475,20.0,49.2
4413,1/6/2020,15:46:50,1475,20.0,49.2
4414,1/6/2020,15:46:55,1475,20.0,49.2
4415,1/6/2020,15:47:00,1475,20.0,49.2
4416,1/6/2020,15:47:05,1475,20.0,49.2
4417,1/6/2020,15:47:10,1475,20.1,49.2
4418,1/6/2020,15:47:15,1475,20.1,49.2
4419,1/6/2020,15:47:20,1475,20.0,49.1
4420,1/6/2020,15:47:25,1475,20.0,49.1
4421,1/6/2020,15:47:30,1475,20.0,49.1
4422,1/6/2020,15:47:35,1475,20.1,49.1
4423,1/6/2020,15:47:40,1475,20.1,49.1
4424,1/6/2020,15:47:45,1475,20.1,49.1
4425,1/6/2020,15:47:50,1475,20.1,49.1
4426,1/6/2020,15:47:55,1475,20.1,49.1
4427,1/6/2020,15:48:00,1475,20.1,49.1
4428,1/6/2020,15:48:05,1480,20.1,49.1
4429,1/6/2020,15:48:10,1475,20.1,49.1
4430,1/6/2020,15:48:15,1475,20.1,49.1
4431,1/6/2020,15:48:20,1475,20.1,49.1
4432,1/6/2020,15:48:25,1475,20.1,49.3
4433,1/6/2020,15:48:30,1475,20.1,49.3
4434,1/6/2020,15:48:35,1475,20.1,49.3
4435,1/6/2020,15:48:40,1475,20.1,49.2
4436,1/6/2020,15:48:45,1480,20.1,49.2
4437,1/6/2020,15:48:50,1480,20.1,49.2
4438,1/6/2020,15:48:55,1505,20.1,49.1
4439,1/6/2020,15:49:00,1510,20.1,49.1
4440,1/6/2020,15:49:05,1510,20.1,49.1
4441,1/6/2020,15:49:10,1505,20.1,49.1
4442,1/6/2020,15:49:15,1505,20.1,49.1
4443,1/6/2020,15:49:20,1500,20.1,49.1
4444,1/6/2020,15:49:25,1500,20.1,49.1
4445,1/6/2020,15:49:30,1500,20.1,49.1
4446,1/6/2020,15:49:35,1500,20.1,49.1
4447,1/6/2020,15:49:40,1500,20.1,49.1
4448,1/6/2020,15:49:45,1500,20.1,49.0
4449,1/6/2020,15:49:50,1500,20.1,49.0
4450,1/6/2020,15:49:55,1500,20.1,49.0
4451,1/6/2020,15:50:00,1500,20.1,49.0
4452,1/6/2020,15:50:05,1500,20.1,49.0
4453,1/6/2020,15:50:10,1500,20.1,49.0
4454,1/6/2020,15:50:15,1500,20.1,49.0
4455,1/6/2020,15:50:20,1500,20.1,49.0
4456,1/6/2020,15:50:25,1500,20.1,49.0
4457,1/6/2020,15:50:30,1500,20.1,49.0
4458,1/6/2020,15:50:35,1500,20.1,49.0
4459,1/6/2020,15:50:40,1500,20.1,49.0
4460,1/6/2020,15:50:45,1500,20.1,49.0
4461,1/6/2020,15:50:50,1500,20.1,49.0
4462,1/6/2020,15:50:55,1495,20.1,48.9
4463,1/6/2020,15:51:00,1495,20.1,48.9
4464,1/6/2020,15:51:05,1495,20.1,48.9
4465,1/6/2020,15:51:10,1495,20.1,48.9
4466,1/6/2020,15:51:15,1485,20.1,48.9
4467,1/6/2020,15:51:20,1475,20.1,48.9
4468,1/6/2020,15:51:25,1475,20.1,48.9
4469,1/6/2020,15:51:30,1475,20.1,48.9
4470,1/6/2020,15:51:35,1475,20.1,48.9
4471,1/6/2020,15:51:40,1475,20.1,48.9
4472,1/6/2020,15:51:45,1480,20.1,48.9
4473,1/6/2020,15:51:50,1515,20.1,48.9
4474,1/6/2020,15:51:55,1510,20.1,48.9
4475,1/6/2020,15:52:00,1510,20.1,48.9
4476,1/6/2020,15:52:05,1505,20.1,48.9
4477,1/6/2020,15:52:10,1505,20.1,48.9
4478,1/6/2020,15:52:15,1500,20.1,48.9
4479,1/6/2020,15:52:20,1470,20.1,48.9
4480,1/6/2020,15:52:25,1470,20.1,48.9
4481,1/6/2020,15:52:30,1470,20.1,48.9
4482,1/6/2020,15:52:35,1470,20.1,48.9
4483,1/6/2020,15:52:40,1475,20.1,48.9
4484,1/6/2020,15:52:45,1475,20.1,48.9
4485,1/6/2020,15:52:50,1475,20.1,48.9
4486,1/6/2020,15:52:55,1475,20.1,48.9
4487,1/6/2020,15:53:00,1475,20.1,48.9
4488,1/6/2020,15:53:05,1475,20.1,48.9
4489,1/6/2020,15:53:10,1475,20.1,48.9
4490,1/6/2020,15:53:15,1470,20.1,48.9
4491,1/6/2020,15:53:20,1470,20.1,48.9
4492,1/6/2020,15:53:25,1470,20.1,48.9
4493,1/6/2020,15:53:30,1470,20.1,48.9
4494,1/6/2020,15:53:35,1470,20.1,49.0
4495,1/6/2020,15:53:40,1470,20.0,49.0
4496,1/6/2020,15:53:45,1470,20.0,49.0
4497,1/6/2020,15:53:50,1470,20.0,48.9
4498,1/6/2020,15:53:55,1470,20.0,48.9
4499,1/6/2020,15:54:00,1470,20.1,49.0
4500,1/6/2020,15:54:05,1470,20.1,48.9
4501,1/6/2020,15:54:10,1470,20.0,48.9
4502,1/6/2020,15:54:15,1470,20.0,48.9
4503,1/6/2020,15:54:20,1470,20.0,49.0
4504,1/6/2020,15:54:25,1475,20.0,49.0
4505,1/6/2020,15:54:30,1475,20.0,49.0
4506,1/6/2020,15:54:35,1470,20.0,49.0
4507,1/6/2020,15:54:40,1475,20.0,49.0
4508,1/6/2020,15:54:45,1470,20.0,49.0
4509,1/6/2020,15:54:50,1470,20.0,49.0
4510,1/6/2020,15:54:55,1470,20.0,49.0
4511,1/6/2020,15:55:00,1470,20.0,49.0
4512,1/6/2020,15:55:05,1465,20.0,49.0
4513,1/6/2020,15:55:10,1465,20.0,49.0
4514,1/6/2020,15:55:15,1465,20.0,49.0
4515,1/6/2020,15:55:20,1465,20.0,49.0
4516,1/6/2020,15:55:25,1460,20.0,49.0
4517,1/6/2020,15:55:30,1460,20.0,49.0
4518,1/6/2020,15:55:35,1460,20.0,49.0
4519,1/6/2020,15:55:40,1460,20.0,49.0
4520,1/6/2020,15:55:45,1460,20.0,49.0
4521,1/6/2020,15:55:50,1460,20.0,49.0
4522,1/6/2020,15:55:55,1460,20.0,49.0
4523,1/6/2020,15:56:00,1460,20.0,49.0
4524,1/6/2020,15:56:05,1465,20.0,49.0
4525,1/6/2020,15:56:10,1465,20.0,49.0
4526,1/6/2020,15:56:15,1465,20.0,49.0
4527,1/6/2020,15:56:20,1465,20.0,49.0
4528,1/6/2020,15:56:25,1465,20.0,49.0
4529,1/6/2020,15:56:30,1465,20.0,49.0
4530,1/6/2020,15:56:35,1460,20.0,49.0
4531,1/6/2020,15:56:40,1460,20.0,49.0
4532,1/6/2020,15:56:45,1460,20.0,49.0
4533,1/6/2020,15:56:50,1460,20.0,49.0
4534,1/6/2020,15:56:55,1460,20.0,49.0
4535,1/6/2020,15:57:00,1460,20.0,49.0
4536,1/6/2020,15:57:05,1460,20.0,49.0
4537,1/6/2020,15:57:10,1455,20.0,49.0
4538,1/6/2020,15:57:15,1455,20.0,49.0
4539,1/6/2020,15:57:20,1455,20.0,49.0
4540,1/6/2020,15:57:25,1455,20.0,49.0
4541,1/6/2020,15:57:30,1455,20.0,49.0
4542,1/6/2020,15:57:35,1455,20.0,49.0
4543,1/6/2020,15:57:40,1455,20.0,49.0
4544,1/6/2020,15:57:45,1455,20.0,49.0
4545,1/6/2020,15:57:50,1455,20.0,49.0
4546,1/6/2020,15:57:55,1455,20.0,49.0
4547,1/6/2020,15:58:00,1460,20.0,49.0
4548,1/6/2020,15:58:05,1460,20.0,49.0
4549,1/6/2020,15:58:10,1460,20.0,49.0
4550,1/6/2020,15:58:15,1460,20.0,49.0
4551,1/6/2020,15:58:20,1460,20.0,49.0
4552,1/6/2020,15:58:25,1460,20.0,49.0
4553,1/6/2020,15:58:30,1460,20.0,49.0
4554,1/6/2020,15:58:35,1460,20.0,49.0
4555,1/6/2020,15:58:40,1460,20.0,49.0
4556,1/6/2020,15:58:45,1460,20.1,49.0
4557,1/6/2020,15:58:50,1455,20.0,49.0
4558,1/6/2020,15:58:55,1455,20.0,49.0
4559,1/6/2020,15:59:00,1455,20.0,49.0
4560,1/6/2020,15:59:05,1460,20.1,49.0
4561,1/6/2020,15:59:10,1460,20.1,49.0
4562,1/6/2020,15:59:15,1460,20.0,49.0
4563,1/6/2020,15:59:20,1460,20.0,49.0
4564,1/6/2020,15:59:25,1460,20.1,49.0
4565,1/6/2020,15:59:30,1460,20.1,49.0
4566,1/6/2020,15:59:35,1460,20.1,49.0
4567,1/6/2020,15:59:40,1460,20.1,49.0
4568,1/6/2020,15:59:45,1460,20.1,49.0
4569,1/6/2020,15:59:50,1460,20.1,49.0
4570,1/6/2020,15:59:55,1460,20.1,49.0
4571,1/6/2020,16:00:00,1460,20.1,49.0
4572,1/6/2020,16:00:05,1455,20.1,49.0
4573,1/6/2020,16:00:10,1455,20.1,49.0
4574,1/6/2020,16:00:15,1455,20.1,49.0
4575,1/6/2020,16:00:20,1455,20.1,49.0
4576,1/6/2020,16:00:25,1460,20.1,48.9
4577,1/6/2020,16:00:30,1470,20.1,48.9
4578,1/6/2020,16:00:35,1465,20.1,48.9
4579,1/6/2020,16:00:40,1460,20.1,48.9
4580,1/6/2020,16:00:45,1460,20.1,48.9
4581,1/6/2020,16:00:50,1460,20.1,48.9
4582,1/6/2020,16:00:55,1455,20.1,48.9
4583,1/6/2020,16:01:00,1455,20.1,48.9
4584,1/6/2020,16:01:05,1455,20.1,48.9
4585,1/6/2020,16:01:10,1450,20.1,48.9
4586,1/6/2020,16:01:15,1450,20.1,48.9
4587,1/6/2020,16:01:20,1445,20.1,48.9
4588,1/6/2020,16:01:25,1445,20.1,48.9
4589,1/6/2020,16:01:30,1445,20.1,48.9
4590,1/6/2020,16:01:35,1445,20.1,48.9
4591,1/6/2020,16:01:40,1445,20.1,48.9
4592,1/6/2020,16:01:45,1445,20.1,48.8
4593,1/6/2020,16:01:50,1445,20.1,48.8
4594,1/6/2020,16:01:55,1445,20.1,48.8
4595,1/6/2020,16:02:00,1445,20.1,48.8
4596,1/6/2020,16:02:05,1445,20.1,48.8
4597,1/6/2020,16:02:10,1450,20.1,48.8
4598,1/6/2020,16:02:15,1450,20.1,48.8
4599,1/6/2020,16:02:20,1450,20.1,48.8
4600,1/6/2020,16:02:25,1450,20.1,48.8
4601,1/6/2020,16:02:30,1450,20.1,48.8
4602,1/6/2020,16:02:35,1450,20.1,48.8
4603,1/6/2020,16:02:40,1450,20.1,48.8
4604,1/6/2020,16:02:45,1450,20.1,48.8
4605,1/6/2020,16:02:50,1450,20.1,48.8
4606,1/6/2020,16:02:55,1450,20.1,48.8
4607,1/6/2020,16:03:00,1450,20.1,48.8
4608,1/6/2020,16:03:05,1445,20.1,48.8
4609,1/6/2020,16:03:10,1445,20.1,48.8
4610,1/6/2020,16:03:15,1445,20.1,48.8
4611,1/6/2020,16:03:20,1445,20.1,48.8
4612,1/6/2020,16:03:25,1445,20.1,48.8
4613,1/6/2020,16:03:30,1445,20.1,48.7
4614,1/6/2020,16:03:35,1445,20.1,48.7
4615,1/6/2020,16:03:40,1445,20.1,48.7
4616,1/6/2020,16:03:45,1445,20.1,48.7
4617,1/6/2020,16:03:50,1445,20.1,48.7
4618,1/6/2020,16:03:55,1445,20.1,48.7
4619,1/6/2020,16:04:00,1440,20.1,48.7
4620,1/6/2020,16:04:05,1440,20.1,48.7
4621,1/6/2020,16:04:10,1445,20.1,48.7
4622,1/6/2020,16:04:15,1445,20.1,48.7
4623,1/6/2020,16:04:20,1445,20.1,48.7
4624,1/6/2020,16:04:25,1445,20.1,48.7
4625,1/6/2020,16:04:30,1445,20.1,48.7
4626,1/6/2020,16:04:35,1445,20.1,48.7
4627,1/6/2020,16:04:40,1445,20.1,48.7
4628,1/6/2020,16:04:45,1445,20.1,48.7
4629,1/6/2020,16:04:50,1445,20.1,48.7
4630,1/6/2020,16:04:55,1440,20.1,48.7
4631,1/6/2020,16:05:00,1440,20.1,48.7
4632,1/6/2020,16:05:05,1445,20.1,48.7
4633,1/6/2020,16:05:10,1445,20.1,48.7
4634,1/6/2020,16:05:15,1445,20.1,48.7
4635,1/6/2020,16:05:20,1445,20.1,48.7
4636,1/6/2020,16:05:25,1450,20.1,48.7
4637,1/6/2020,16:05:30,1450,20.1,48.7
4638,1/6/2020,16:05:35,1450,20.1,48.7
4639,1/6/2020,16:05:40,1450,20.1,48.7
4640,1/6/2020,16:05:45,1450,20.1,48.7
4641,1/6/2020,16:05:50,1450,20.1,48.7
4642,1/6/2020,16:05:55,1450,20.1,48.7
4643,1/6/2020,16:06:00,1450,20.1,48.7
4644,1/6/2020,16:06:05,1450,20.1,48.7
4645,1/6/2020,16:06:10,1430,20.1,48.7
4646,1/6/2020,16:06:15,1435,20.0,48.7
4647,1/6/2020,16:06:20,1435,20.1,48.7
4648,1/6/2020,16:06:25,1435,20.0,48.7
4649,1/6/2020,16:06:30,1435,20.1,48.7
4650,1/6/2020,16:06:35,1435,20.1,48.7
4651,1/6/2020,16:06:40,1435,20.0,48.7
4652,1/6/2020,16:06:45,1435,20.0,48.7
4653,1/6/2020,16:06:50,1435,20.0,48.7
4654,1/6/2020,16:06:55,1435,20.0,48.7
4655,1/6/2020,16:07:00,1435,20.0,48.7
4656,1/6/2020,16:07:05,1435,20.0,48.7
4657,1/6/2020,16:07:10,1435,20.0,48.7
4658,1/6/2020,16:07:15,1435,20.0,48.7
4659,1/6/2020,16:07:20,1435,20.0,48.7
4660,1/6/2020,16:07:25,1435,20.0,48.7
4661,1/6/2020,16:07:30,1430,20.0,48.8
4662,1/6/2020,16:07:35,1430,20.0,48.8
4663,1/6/2020,16:07:40,1430,20.0,48.8
4664,1/6/2020,16:07:45,1430,20.0,48.8
4665,1/6/2020,16:07:50,1430,20.0,48.8
4666,1/6/2020,16:07:55,1430,20.0,48.8
4667,1/6/2020,16:08:00,1430,20.0,48.8
4668,1/6/2020,16:08:05,1430,20.0,48.8
4669,1/6/2020,16:08:10,1430,20.0,48.8
4670,1/6/2020,16:08:15,1430,20.0,48.8
4671,1/6/2020,16:08:20,1430,20.0,48.8
4672,1/6/2020,16:08:25,1430,20.0,48.8
4673,1/6/2020,16:08:30,1430,20.0,48.8
4674,1/6/2020,16:08:35,1430,20.0,48.8
4675,1/6/2020,16:08:40,1435,20.0,48.8
4676,1/6/2020,16:08:45,1430,20.0,48.8
4677,1/6/2020,16:08:50,1435,20.0,48.8
4678,1/6/2020,16:08:55,1430,20.0,48.8
4679,1/6/2020,16:09:00,1430,20.0,48.8
4680,1/6/2020,16:09:05,1430,20.0,48.8
4681,1/6/2020,16:09:10,1430,20.0,48.8
4682,1/6/2020,16:09:15,1430,20.0,48.8
4683,1/6/2020,16:09:20,1430,20.0,48.8
4684,1/6/2020,16:09:25,1430,20.0,48.8
4685,1/6/2020,16:09:30,1430,20.0,48.8
4686,1/6/2020,16:09:35,1430,20.0,48.8
4687,1/6/2020,16:09:40,1425,20.0,48.8
4688,1/6/2020,16:09:45,1425,20.0,48.8
4689,1/6/2020,16:09:50,1425,20.0,48.8
4690,1/6/2020,16:09:55,1425,20.0,48.9
4691,1/6/2020,16:10:00,1425,20.0,48.9
4692,1/6/2020,16:10:05,1425,20.0,48.9
4693,1/6/2020,16:10:10,1425,20.0,48.9
4694,1/6/2020,16:10:15,1425,20.0,48.9
4695,1/6/2020,16:10:20,1425,20.0,48.9
4696,1/6/2020,16:10:25,1425,20.0,48.9
4697,1/6/2020,16:10:30,1425,20.0,48.9
4698,1/6/2020,16:10:35,1425,20.0,48.9
4699,1/6/2020,16:10:40,1435,20.0,48.9
4700,1/6/2020,16:10:45,1445,20.0,48.9
4701,1/6/2020,16:10:50,1445,20.0,48.9
4702,1/6/2020,16:10:55,1445,20.0,48.9
4703,1/6/2020,16:11:00,1445,20.0,48.9
4704,1/6/2020,16:11:05,1445,20.0,48.9
4705,1/6/2020,16:11:10,1440,20.0,48.9
4706,1/6/2020,16:11:15,1435,20.0,48.9
4707,1/6/2020,16:11:20,1430,20.0,48.9
4708,1/6/2020,16:11:25,1430,20.0,48.9
4709,1/6/2020,16:11:30,1425,20.0,48.9
4710,1/6/2020,16:11:35,1425,20.0,48.9
4711,1/6/2020,16:11:40,1425,20.0,48.9
4712,1/6/2020,16:11:45,1420,20.0,48.9
4713,1/6/2020,16:11:50,1405,20.0,48.9
4714,1/6/2020,16:11:55,1405,20.0,48.9
4715,1/6/2020,16:12:00,1405,20.0,48.9
4716,1/6/2020,16:12:05,1410,20.0,48.9
4717,1/6/2020,16:12:10,1410,20.0,48.9
4718,1/6/2020,16:12:15,1415,20.0,48.9
4719,1/6/2020,16:12:20,1415,20.0,48.9
4720,1/6/2020,16:12:25,1415,20.0,48.9
4721,1/6/2020,16:12:30,1415,20.0,48.9
